publication_title,print_identifier,title_url,primary_subject,full_coverage,0,1,2,3,4,5,6,7,8,9,date_first_issue_online,date_last_issue_online,parent_publication_title_id,preceding_publication_title_id,
Annual Review of Sociology,0360-0572,http://www.jstor.org/journal/annurevisoci,Sociology,1975-01-01 - 2012-01-01,Social Sciences,Sociology,,,,,,,,,1/1/1975 0:00,2012,,,
Asian Journal of Social Science,1568-4849,https://www.jstor.org/journal/asiajsociscie,Sociology,2001-01-01 - 2014-12-32,,,,,,,,,,,1/1/2001 0:00,2014,asiajsociscie,,
Berkeley Journal of Sociology,0067-5830,http://www.jstor.org/journal/berkjsoci,Sociology,1959-10-01 - 2014-01-01,Social Sciences,Sociology,,,,,,,,,10/1/1959 0:00,2014,,,
British Journal of Sociology,0007-1315,http://www.jstor.org/journal/britjsoci,Sociology,1950-03-01 - 1998-12-01,Social Sciences,Sociology,,,,,,,,,3/1/1950 0:00,1998,,,
Contemporary Sociology,0094-3061,http://www.jstor.org/journal/contsoci,Sociology,1972-01-01 - 2015-11-01,Social Sciences,Sociology,,,,,,,,,1/1/1972 0:00,2015,,,
Contexts,1536-5042,http://www.jstor.org/journal/contexts,Sociology,2002-04-01 - 2015-10-01,Social Sciences,Sociology,,,,,,,,,4/1/2002 0:00,2015,,,
Czech Sociological Review,1210-3861,http://www.jstor.org/journal/czechsocrev,Sociology,1993-04-01 - 2001-10-01,Social Sciences,Sociology,,,,,,,,,4/1/1993 0:00,2001,,czechslovsocrev,
Czechoslovak Sociological Review,1804-9478,http://www.jstor.org/journal/czechslovsocrev,Sociology,1992-08-01 - 1992-12-31,Social Sciences,Sociology,,,,,,,,,8/1/1992 0:00,1992,czechsocrev,socicasoczechsr,
Ethnicities,1468-7968,http://www.jstor.org/journal/ethnicities,Sociology,2001-04-01 - 2014-12-01,Political Science,Social Sciences,Sociology,,,,,,,,4/1/2001 0:00,2014,,,
Ethnography,1466-1381,http://www.jstor.org/journal/ethnography,Sociology,2000-07-01 - 2014-12-01,Anthropology,Social Sciences,Sociology,,,,,,,,7/1/2000 0:00,2014,,,
European Journal of Social Quality,1461-7919,http://www.jstor.org/journal/eurojsociqual,Sociology,1999-01-01 - 2006-01-01,Political Science,Social Sciences,Sociology,,,,,,,,1/1/1999 0:00,2006,intejsociqual,,
European Sociological Review,0266-7215,http://www.jstor.org/journal/eurosocirevi,Sociology,1985-05-01 - 2012-12-01,Social Sciences,Sociology,,,,,,,,,5/1/1985 0:00,2012,,,
Family Coordinator,0014-7214,http://www.jstor.org/journal/famicoor,Sociology,1968-01-01 - 1979-10-01,Education,Social Sciences,Sociology,,,,,,,,1/1/1968 0:00,1979,familyrelations,familifecoor,
Family Relations,0197-6664,http://www.jstor.org/journal/familyrelations,Sociology,1980-01-01 - 2012-12-01,Education,Social Sciences,Sociology,,,,,,,,1/1/1980 0:00,2012,,famicoor,
Hitotsubashi Journal of Social Studies,0073-280X,http://www.jstor.org/journal/hitojsocistud,Sociology,1960-08-01 - 2018-01-01,Social Sciences,Sociology,,,,,,,,,8/1/1960 0:00,2018,,annahitoacad,
Humboldt Journal of Social Relations,0160-4341,http://www.jstor.org/journal/humjsocrel,Sociology,1973-10-01 - 2018-01-01,Social Sciences,Sociology,,,,,,,,,10/1/1973 0:00,2018,,,
"International Journal of Politics, Culture, and Society",0891-4486,http://www.jstor.org/journal/intejpolicultsoc,Sociology,1987-10-01 - 2014-12-01,International Relations,Political Science,Social Sciences,Sociology,,,,,,,10/1/1987 0:00,2014,,statcultsoci,
International Journal of Social Quality,1757-0344,http://www.jstor.org/journal/intejsociqual,Sociology,2011-07-01 - 2014-12-01,Political Science,Social Sciences,Sociology,,,,,,,,7/1/2011 0:00,2014,,eurojsociqual,
International Journal of Sociology,0020-7659,http://www.jstor.org/journal/intejsoci,Sociology,1971-04-01 - 2010-12-01,Social Sciences,Sociology,,,,,,,,,4/1/1971 0:00,2010,,,
International Journal of Sociology of the Family,0020-7667,http://www.jstor.org/journal/intejsocfam,Sociology,1971-03-01 - 2014-10-01,Social Sciences,Sociology,,,,,,,,,3/1/1971 0:00,2014,,,
International Review of Modern Sociology,0973-2047,http://www.jstor.org/journal/intrevmodsoc,Sociology,1972-03-01 - 2014-10-01,Social Sciences,Sociology,,,,,,,,,3/1/1972 0:00,2014,,interevisoci,
International Review of Qualitative Research,1940-8447,http://www.jstor.org/journal/intrevquares,Sociology,2008-05-01 - 2014-11-01,Communication Studies,Social Sciences,Sociology,,,,,,,,5/1/2008 0:00,2014,,,
International Review of Sociology,2278-2141,http://www.jstor.org/journal/interevisoci,Sociology,1971-03-01 - 1971-09-01,Social Sciences,Sociology,,,,,,,,,3/1/1971 0:00,1971,intrevmodsoc,,
Journal for the Scientific Study of Religion,0021-8294,http://www.jstor.org/journal/jsciestudreli,Sociology,1961-10-01 - 2012-12-01,Humanities,Religion,Social Sciences,Sociology,,,,,,,10/1/1961 0:00,2012,,,
Journal of Applied Social Science,1936-7244,http://www.jstor.org/journal/japplsociscie,Sociology,2007-04-01 - 2014-09-01,Social Sciences,Sociology,,,,,,,,,4/1/2007 0:00,2014,,sociprac,
Journal of Applied Sociology,0749-0232,http://www.jstor.org/journal/japplsoci,Sociology,1984-01-01 - 2006-10-01,Social Sciences,Sociology,,,,,,,,,1/1/1984 0:00,2006,sociprac,,
Journal of Health and Social Behavior,0022-1465,http://www.jstor.org/journal/jhealsocibeha,Sociology,1967-03-01 - 2015-12-01,Social Sciences,Sociology,,,,,,,,,3/1/1967 0:00,2015,,jhealhumabeha,
Journal of Marriage and Family,0022-2445,http://www.jstor.org/journal/jmarriagefamily,Sociology,1964-02-01 - 2012-10-01,Social Sciences,Sociology,,,,,,,,,2/1/1964 0:00,2012,,marrfamilivi,
Journal of Sex Research,0022-4499,http://www.jstor.org/journal/jsexresearch,Sociology,1965-03-01 - 2010-11-01,Health Policy,Medicine & Allied Health,Social Sciences,Sociology,,,,,,,3/1/1965 0:00,2010,,advasexrese,
Kansas Journal of Sociology,0022-8648,http://www.jstor.org/journal/kansasjsoci,Sociology,1964-12-01 - 1975-04-01,Social Sciences,Sociology,,,,,,,,,12/1/1964 0:00,1975,midamerrevsoci,,
Law & Society Review,0023-9216,http://www.jstor.org/journal/lawsocietyreview,Sociology,1966-11-01 - 2014-12-01,History,History,Law,Law,Political Science,Social Sciences,Sociology,,,,11/1/1966 0:00,2014,,,
Michigan Sociological Review,1934-7111,http://www.jstor.org/journal/michsocirevi,Sociology,1982-10-01 - 2017-10-01,Social Sciences,Sociology,,,,,,,,,10/1/1982 0:00,2017,,peninsularpapers,
Mid-American Review of Sociology,0732-913X,http://www.jstor.org/journal/midamerrevsoci,Sociology,1976-04-01 - 1996-01-01,Social Sciences,Sociology,,,,,,,,,4/1/1976 0:00,1996,socithourese,kansasjsoci,
Pacific Sociological Review,0030-8919,http://www.jstor.org/journal/pacisocirevi,Sociology,1958-04-01 - 1982-10-01,Social Sciences,Sociology,,,,,,,,,4/1/1958 0:00,1982,socipers,,
Peninsular Papers,2159-6603,http://www.jstor.org/journal/peninsularpapers,Sociology,1977-04-01 - 1977-12-31,Social Sciences,Sociology,,,,,,,,,4/1/1977 0:00,1977,michsocirevi,,
Philippine Sociological Review,0031-7810,http://www.jstor.org/journal/philisocirevi,Sociology,1953-08-01 - 2016-01-01,Area Studies,Asian Studies,Social Sciences,Sociology,,,,,,,8/1/1953 0:00,2016,,,
Polish Sociological Review,1231-1413,http://www.jstor.org/journal/polisocirevi,Sociology,1993-01-01 - 2015-01-01,Social Sciences,Sociology,,,,,,,,,1/1/1993 0:00,2015,,,
QED: A Journal in GLBTQ Worldmaking,2327-1574,http://www.jstor.org/journal/qed,Sociology,2013-10-01 - 2014-10-01,Social Sciences,Sociology,,,,,,,,,10/1/2013 0:00,2014,,,
"Race, Gender & Class",1082-8354,http://www.jstor.org/journal/racegenderclass,Sociology,1995-01-01 - 2014-01-01,Feminist & Women's Studies,Social Sciences,Sociology,,,,,,,,1/1/1995 0:00,2014,,racesexclass,
"Race, Poverty & the Environment",1532-2874,http://www.jstor.org/journal/racepoveenvi,Sociology,1990-04-01 - 2016-01-01,Social Sciences,Sociology,,,,,,,,,4/1/1990 0:00,2016,,,
"Race, Sex & Class",1075-8925,http://www.jstor.org/journal/racesexclass,Sociology,1993-10-01 - 1994-10-01,Feminist & Women's Studies,Social Sciences,Sociology,,,,,,,,10/1/1993 0:00,1994,racegenderclass,,
Review of Social Economy,0034-6764,http://www.jstor.org/journal/revisociecon,Sociology,1942-12-01 - 2011-12-01,Business,Business & Economics,Economics,Social Sciences,Sociology,,,,,,12/1/1942 0:00,2011,,,
Science Studies,0036-8539,http://www.jstor.org/journal/sciencestudies,Sociology,1971-01-01 - 1974-10-01,History,History of Science & Technology,,,,,,,,,1/1/1971 0:00,1974,socistudscie,,
Social Forces,0037-7732,http://www.jstor.org/journal/socialforces,Sociology,1925-09-01 - 2014-12-01,Social Sciences,Sociology,,,,,,,,,9/1/1925 0:00,2014,,jsocialforces,
Social Indicators Research,0303-8300,http://www.jstor.org/journal/sociindirese,Sociology,1974-05-01 - 2014-12-01,Social Sciences,Sociology,,,,,,,,,5/1/1974 0:00,2014,,,
Social Problems,0037-7791,http://www.jstor.org/journal/socialproblems,Sociology,1953-06-01 - 2014-11-01,Social Sciences,Sociology,,,,,,,,,6/1/1953 0:00,2014,,,
Social Psychology Quarterly,0190-2725,http://www.jstor.org/journal/socipsycquar,Sociology,1979-03-01 - 2015-12-01,Psychology,Social Sciences,Sociology,,,,,,,,3/1/1979 0:00,2015,,socialpsychology,
Social Research,0037-783X,http://www.jstor.org/journal/socialresearch,Sociology,1934-02-01 - 2013-12-01,Political Science,Social Sciences,Sociology,,,,,,,,2/1/1934 0:00,2013,,,
Social Science History,0145-5532,http://www.jstor.org/journal/socisciehist,Sociology,1976-10-01 - 2014-09-01,History,History,Political Science,Social Sciences,Sociology,,,,,,10/1/1976 0:00,2014,,,
Social Science Quarterly,0038-4941,http://www.jstor.org/journal/socisciequar,Sociology,1968-06-01 - 2012-12-01,Political Science,Social Sciences,Sociology,,,,,,,,6/1/1968 0:00,2012,,soutsocisciequar,
Social Scientist,0970-0293,http://www.jstor.org/journal/socialscientist,Sociology,1972-08-01 - 2016-11-01,Area Studies,Asian Studies,Social Sciences,Sociology,,,,,,,8/1/1972 0:00,2016,,,
Social Studies of Science,0036-3127,https://www.jstor.org/journal/socistudscie,Sociology,1975-01-01 - 2014-12-31,,,,,,,,,,,1/1/1975,2014,,sciencestudies,
Social Thought & Research,1094-5830,http://www.jstor.org/journal/socithourese,Sociology,1997-01-01 - 2013-01-01,Social Sciences,Sociology,,,,,,,,,1/1/1997 0:00,2013,,midamerrevsoci,
Sociological Analysis,0038-0210,http://www.jstor.org/journal/socianal,Sociology,1964-04-01 - 1992-12-01,Humanities,Religion,Social Sciences,Sociology,,,,,,,4/1/1964 0:00,1992,socireli,amercathsocirevi,
Sociological Bulletin,0038-0229,http://www.jstor.org/journal/socibull,Sociology,1952-01-01 - 2015-09-01,Social Sciences,Sociology,,,,,,,,,1/1/1952 0:00,2015,,,
Sociological Focus,0038-0237,http://www.jstor.org/journal/sociofocus,Sociology,1967-10-01 - 2010-11-01,Social Sciences,Sociology,,,,,,,,,10/1/1967 0:00,2010,,ohiovallsoci,
Sociological Forum,0884-8971,http://www.jstor.org/journal/sociforu,Sociology,1986-01-01 - 2014-12-01,Social Sciences,Sociology,,,,,,,,,1/1/1986 0:00,2014,,,
Sociological Methodology,0081-1750,http://www.jstor.org/journal/socimeth,Sociology,1969-01-01 - 2015-08-01,Social Sciences,Sociology,,,,,,,,,1/1/1969 0:00,2015,,,
Sociological Perspectives,0731-1214,http://www.jstor.org/journal/socipers,Sociology,1983-01-01 - 2014-12-01,Social Sciences,Sociology,,,,,,,,,1/1/1983 0:00,2014,,pacisocirevi,
Sociological Practice,1522-3442,http://www.jstor.org/journal/sociprac,Sociology,1999-03-01 - 2006-10-01,Social Sciences,Sociology,,,,,,,,,3/1/1999 0:00,2006,japplsociscie,japplsoci,
Sociological Quarterly,0038-0253,http://www.jstor.org/journal/sociquar,Sociology,1960-01-01 - 2011-10-01,Social Sciences,Sociology,,,,,,,,,1/1/1960 0:00,2011,,midwsoc,
Sociological Theory,0735-2751,http://www.jstor.org/journal/socitheo,Sociology,1983-01-01 - 2015-12-01,Humanities,Philosophy,Social Sciences,Sociology,,,,,,,1/1/1983 0:00,2015,,,
Sociology,0038-0385,http://www.jstor.org/journal/sociology,Sociology,1967-01-01 - 2014-12-01,Social Sciences,Sociology,,,,,,,,,1/1/1967 0:00,2014,,,
Sociology of Education,0038-0407,http://www.jstor.org/journal/socieduc,Sociology,1963-10-01 - 2015-10-01,Education,Social Sciences,Sociology,,,,,,,,10/1/1963 0:00,2015,,jeducsoci,
Sociology of Religion,1069-4404,http://www.jstor.org/journal/socireli,Sociology,1993-04-01 - 2012-12-01,Humanities,Religion,Social Sciences,Sociology,,,,,,,4/1/1993 0:00,2012,,socianal,
Sociometry,0038-0431,http://www.jstor.org/journal/sociometry,Sociology,1937-07-01 - 1977-12-01,Psychology,Social Sciences,Sociology,,,,,,,,7/1/1937 0:00,1977,socialpsychology,,
South African Sociological Review,1015-1370,http://www.jstor.org/journal/soutafrisocirevi,Sociology,1989-04-01 - 1995-04-01,African Studies,Area Studies,Social Sciences,Sociology,,,,,,,4/1/1989 0:00,1995,afrisocirevi,,
Southeast Asian Journal of Social Science,0303-8246,http://www.jstor.org/journal/soutasiajsocisci,Sociology,1973-01-01 - 2000-01-01,Area Studies,Asian Studies,Political Science,Social Sciences,Sociology,,,,,,1/1/1973 0:00,2000,asiajsociscie,soutasiajsoci,
Southeast Asian Journal of Sociology,0586-6464,http://www.jstor.org/journal/soutasiajsoci,Sociology,1968-05-01 - 1971-01-01,Area Studies,Asian Studies,Political Science,Social Sciences,Sociology,,,,,,5/1/1968 0:00,1971,soutasiajsocisci,,
"State, Culture, and Society",0743-9245,http://www.jstor.org/journal/statcultsoci,Sociology,1984-10-01 - 1985-04-01,Political Science,Social Sciences,Sociology,,,,,,,,10/1/1984 0:00,1985,intejpolicultsoc,,
Symbolic Interaction,0195-6086,http://www.jstor.org/journal/symbinte,Sociology,1977-11-01 - 2014-11-01,Social Sciences,Sociology,,,,,,,,,11/1/1977 0:00,2014,,,
Theory and Society,0304-2421,http://www.jstor.org/journal/theorysociety,Sociology,1974-04-01 - 2014-11-01,Social Sciences,Sociology,,,,,,,,,4/1/1974 0:00,2014,,,
"Weather, Climate, and Society",1948-8327,http://www.jstor.org/journal/weatclimsoci,Sociology,2009-10-01 - 2015-10-01,Environmental Science,Science & Mathematics,Social Sciences,Sociology,,,,,,,10/1/2009 0:00,2015,,,
Journal of Transport Economics and Policy,0022-5258,http://www.jstor.org/journal/jtranseconpoli,Transportation Studies,1967-01-01 - 2014-09-01,Business,Business & Economics,Economics,Social Sciences,Transportation Studies,,,,,,1/1/1967 0:00,2014,,,
SAE International Journal of Transportation Safety,2327-5626,http://www.jstor.org/journal/saeintejtransafe,Transportation Studies,2013-06-01 - 2016-07-01,Engineering,Science & Mathematics,Social Sciences,Transportation Studies,,,,,,,6/1/2013 0:00,2016,,,
Transportation Journal,0041-1612,http://www.jstor.org/journal/transportationj,Transportation Studies,1961-10-01 - 2014-10-01,Social Sciences,Transportation Studies,,,,,,,,,10/1/1961 0:00,2014,,,
Transportation Science,0041-1655,http://www.jstor.org/journal/transcience,Transportation Studies,1967-02-01 - 2012-11-01,Social Sciences,Transportation Studies,,,,,,,,,2/1/1967 0:00,2012,,,
Architectural Research and Teaching,0003-8601,http://www.jstor.org/journal/archreseteac,Urban Studies,1970-05-01 - 1973-06-01,Architecture & Architectural History,Arts,Social Sciences,Urban Studies,,,,,,,5/1/1970 0:00,1973,jarchresea,,
Built Environment (1972-1975),0045-3463,http://www.jstor.org/journal/builtenvironment,Urban Studies,1972-04-01 - 1975-03-01,Architecture & Architectural History,Arts,Social Sciences,Urban Studies,,,,,,,4/1/1972 0:00,1975,builenviquar,offiarchplan,
Built Environment (1978-),0263-7960,https://www.jstor.org/journal/builenvi1978,Urban Studies,1978-04-01 - 2012-12-01,,,,,,,,,,,4/1/1978 0:00,2012,builenviquar,,
Built Environment Quarterly,0308-1508,http://www.jstor.org/journal/builenviquar,Urban Studies,1975-06-01 - 1978-03-01,Architecture & Architectural History,Arts,Social Sciences,Urban Studies,,,,,,,6/1/1975 0:00,1978,builenvi1978,builtenvironment,
Canadian Journal of Urban Research,1188-3774,http://www.jstor.org/journal/canajurbarese,Urban Studies,1992-06-01 - 2017-12-01,Social Sciences,Urban Studies,,,,,,,,,6/1/1992 0:00,2017,,,
Cityscape,1936-007X,http://www.jstor.org/journal/cityscape,Urban Studies,1994-08-01 - 2018-01-01,Public Policy & Administration,Social Sciences,Urban Studies,,,,,,,,8/1/1994 0:00,2018,,,
Community Development Journal,0010-3802,http://www.jstor.org/journal/commdevej,Urban Studies,1966-01-01 - 2012-10-01,Social Sciences,Urban Studies,,,,,,,,,1/1/1966 0:00,2012,,commdevebull,
Ekistics,0013-2942,http://www.jstor.org/journal/ekistics,Urban Studies,1957-10-01 - 2006-01-01,Business & Economics,Development Studies,Social Sciences,Urban Studies,,,,,,,10/1/1957 0:00,2006,,trophousplanmon2,
Journal of Architectural and Planning Research,0738-0895,http://www.jstor.org/journal/jarchplanrese,Urban Studies,1984-06-01 - 2014-12-01,Architecture & Architectural History,Arts,Social Sciences,Urban Studies,,,,,,,6/1/1984 0:00,2014,,jarchresea,
Journal of Architectural Research,2059-7614,http://www.jstor.org/journal/jarchresea,Urban Studies,1974-01-01 - 1980-08-01,Architecture & Architectural History,Arts,Social Sciences,Urban Studies,,,,,,,1/1/1974 0:00,1980,jarchplanrese,archreseteac,
Official Architecture and Planning,2399-5327,http://www.jstor.org/journal/offiarchplan,Urban Studies,1956-01-01 - 1972-03-01,Architecture & Architectural History,Arts,Social Sciences,Urban Studies,,,,,,,1/1/1956 0:00,1972,builtenvironment,,
Planning Theory,1473-0952,http://www.jstor.org/journal/planningtheory,Urban Studies,2002-03-01 - 2014-11-01,Social Sciences,Urban Studies,,,,,,,,,3/1/2002 0:00,2014,,,
Theoretical and Empirical Researches in Urban Management,2065-3913,http://www.jstor.org/journal/theoempirese,Urban Studies,2009-02-01 - 2018-08-01,Social Sciences,Urban Studies,,,,,,,,,2/1/2009 0:00,2018,,cercpracteormana,
